경차요금,소형차요금,중형차요금,대형차요금,승합차요금,레저용차요금,수입차요금
57000.0,57000.0,88000.0,185000.0,128000.0,145000.0,0.0
,,,,,,
100000.0,147000.0,160000.0,243000.0,236000.0,,185000.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
104500.0,120000.0,180000.0,320000.0,290000.0,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
100000.0,130000.0,190000.0,460000.0,280000.0,,580000.0
,,,,,,
